ad_clicks,ad_clicks_unique,ad_impressions,ad_impressions_unique,ad_network_id,advertiser_id,country.code,date_hour,events,installs,is_reengagement,payouts,publisher_id,publisher_sub_ad.ref,publisher_sub_adgroup.ref,publisher_sub_campaign.ref,publisher_sub_publisher.ref,publisher_sub_site.ref,site_id
30,0,0,0,0,877,IT,"2016-11-19 03:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,NL,"2016-11-19 19:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,CA,"2016-11-19 17:00:00",0,0,0,0,365,,,,,,47266
180,0,0,0,0,877,US,"2016-11-19 22:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,DK,"2016-11-19 23:00:00",0,0,0,0,142476,,,,,,533
168,0,0,0,0,877,CA,"2016-11-19 17:00:00",0,0,0,0,1899,,,,,,533
1,1,0,0,1783,877,US,"2016-11-19 05:00:00",0,0,0,0,181341,,,,[PID],,2962
6,0,0,0,0,877,IE,"2016-11-19 20:00:00",0,0,0,0,142476,,,,,,533
108,0,0,0,0,877,SE,"2016-11-19 00:00:00",0,0,0,0,1899,,,,,,533
60,0,0,0,0,877,NL,"2016-11-19 14:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,DK,"2016-11-19 05:00:00",0,0,0,0,142476,,,,,,533
727,0,0,0,0,877,DE,"2016-11-19 18:00:00",0,0,0,0,1899,,,,,,533
156,0,0,0,0,877,DK,"2016-11-19 00:00:00",0,0,0,0,1899,,,,,,533
18,0,0,0,0,877,CA,"2016-11-19 11:00:00",0,0,0,0,365,,,,,,533
12,0,0,0,0,877,IE,"2016-11-19 18:00:00",0,0,0,0,365,,,,,,533
12,0,0,0,0,877,IE,"2016-11-19 19:00:00",0,0,0,0,365,,,,,,533
30,0,0,0,0,877,NL,"2016-11-19 13:00:00",0,0,0,0,142476,,,,,,533
714,0,0,0,0,877,DE,"2016-11-19 03:00:00",0,0,0,0,1899,,,,,,533
30,0,0,0,0,877,NL,"2016-11-19 22:00:00",0,0,0,0,142476,,,,,,533
1,0,0,0,1714,877,US,"2016-11-19 18:00:00",0,0,0,0,174994,,,{offer_id},{affiliate_id},{source},2962
216,0,0,0,0,877,AT,"2016-11-19 17:00:00",0,0,0,0,1899,,,,,,533
0,0,2,2,98,877,FR,"2016-11-19 15:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,50046b006d791be34e17e959,2962
30,0,0,0,0,877,AT,"2016-11-19 03:00:00",0,0,0,0,142476,,,,,,533
18,0,0,0,0,877,DK,"2016-11-19 13:00:00",0,0,0,0,365,,,,,,533
60,0,0,0,0,877,NL,"2016-11-19 13:00:00",0,0,0,0,365,,,,,,47266
18,0,0,0,0,877,CA,"2016-11-19 04:00:00",0,0,0,0,142476,,,,,,533
0,0,0,0,0,877,MA,"2016-11-19 09:00:00",1,0,0,0,0,,,,,,2385
6,0,0,0,0,877,CH,"2016-11-19 04:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,CH,"2016-11-19 05:00:00",0,0,0,0,142476,,,,,,533
1,1,0,0,1783,877,US,"2016-11-19 15:00:00",0,0,0,0,181341,,,,[PID],,2962
12,0,0,0,0,877,IE,"2016-11-19 05:00:00",0,0,0,0,365,,,,,,533
6,0,0,0,0,877,DK,"2016-11-19 03:00:00",0,0,0,0,142476,,,,,,533
1,1,0,0,214,877,SG,"2016-11-19 10:00:00",0,0,0,0,12738,,,14305,,,2962
30,0,0,0,0,877,UK,"2016-11-19 09:00:00",0,0,0,0,365,,,,,,47266
138,0,0,0,0,877,IT,"2016-11-19 08:00:00",0,0,0,0,1899,,,,,,533
0,0,0,0,0,877,US,"2016-11-19 04:00:00",0,4,0,0,0,,,,,,113773
168,0,0,0,0,877,CA,"2016-11-19 19:00:00",0,0,0,0,1899,,,,,,533
348,0,0,0,0,877,US,"2016-11-19 19:00:00",0,0,0,0,365,,,,,,47266
24,0,0,0,0,877,CH,"2016-11-19 15:00:00",0,0,0,0,365,,,,,,533
726,0,0,0,0,877,DE,"2016-11-19 11:00:00",0,0,0,0,1899,,,,,,533
294,0,0,0,0,877,UK,"2016-11-19 04:00:00",0,0,0,0,1899,,,,,,533
1824,0,0,0,0,877,US,"2016-11-19 03:00:00",0,0,0,0,1899,,,,,,533
6,0,0,0,0,877,CH,"2016-11-19 07:00:00",0,0,0,0,142476,,,,,,533
108,0,0,0,0,877,DE,"2016-11-19 14:00:00",0,0,0,0,365,,,,,,47266
90,0,0,0,0,877,IE,"2016-11-19 03:00:00",0,0,0,0,1899,,,,,,533
30,0,0,0,0,877,NL,"2016-11-19 07:00:00",0,0,0,0,142476,,,,,,533
78,0,0,0,0,877,DE,"2016-11-19 23:00:00",0,0,0,0,365,,,,,,533
108,0,0,0,0,877,DE,"2016-11-19 23:00:00",0,0,0,0,365,,,,,,47266
6,0,0,0,0,877,CA,"2016-11-19 02:00:00",0,0,0,0,365,,,,,,47266
30,0,0,0,0,877,AT,"2016-11-19 02:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,IT,"2016-11-19 02:00:00",0,0,0,0,142476,,,,,,533
12,0,0,0,0,877,SE,"2016-11-19 07:00:00",0,0,0,0,142476,,,,,,533
6,0,0,0,0,877,CH,"2016-11-19 04:00:00",0,0,0,0,365,,,,,,47266
0,0,0,0,0,877,DZ,"2016-11-19 10:00:00",6,0,0,0,0,,,,,,2962
168,0,0,0,0,877,CA,"2016-11-19 23:00:00",0,0,0,0,1899,,,,,,533
0,0,1,1,98,877,RU,"2016-11-19 08:00:00",0,0,0,0,212933,Client_6s_AtomicDodgeBallLite_EN_160406_iOS_Landscape_Reg,,571aa7656dfbb64b2b0000cd,,5627fe80574392774e000012,2962
18,0,0,0,0,877,DK,"2016-11-19 07:00:00",0,0,0,0,365,,,,,,533
30,0,0,0,0,877,NL,"2016-11-19 09:00:00",0,0,0,0,142476,,,,,,533
1,0,0,0,0,877,US,"2016-11-19 08:00:00",0,0,0,0,310485,{file_id},,{offer_id},{affiliate_id},,2385
24,0,0,0,0,877,CH,"2016-11-19 01:00:00",0,0,0,0,365,,,,,,533
6,0,0,0,0,877,DK,"2016-11-19 05:00:00",0,0,0,0,365,,,,,,47266
